79.104.25.218:8080
191.101.39.54:80
190.151.94.2:46615
89.187.177.85:80
167.172.145.64:80
89.187.177.94:80
89.187.177.96:80
20.50.107.111:80
175.100.72.95:57938
78.47.16.54:80
67.219.112.233:8181
213.170.110.175:8080
200.35.56.161:35945
203.202.245.62:80
24.172.82.94:53281
178.134.71.138:35942
80.48.119.28:8080
62.146.137.75:8080
103.240.77.98:30093
182.52.90.42:51657
185.23.131.112:8080
77.70.35.87:37475
102.67.19.132:8080
103.103.212.222:53281
36.89.188.123:47931
34.72.57.96:8080
52.91.116.132:80
191.101.39.170:80
192.109.165.129:80
54.237.207.216:80
13.92.119.142:80
24.248.207.7:55443
89.223.80.30:8080
206.189.86.178:80
191.101.39.226:80
191.101.39.237:80
191.101.39.174:80
190.145.200.126:53281
103.31.251.17:8080
192.169.156.163:80
61.91.61.110:80
103.115.14.153:80
191.101.39.118:80
191.101.39.218:80
191.101.39.238:80
41.76.155.134:8080
200.150.86.138:44677
51.77.123.247:80
125.27.251.249:50890
180.179.98.22:3128
202.142.153.181:38865
89.187.177.86:80
89.187.177.88:80
123.252.173.162:80
52.5.2.169:80
89.187.177.107:80
138.94.255.227:80
162.144.48.139:3838
162.144.48.236:3838
89.187.177.102:80
179.222.235.14:80
110.232.86.52:53281
190.152.5.86:31532
46.101.172.5:443
163.172.28.22:80
185.202.165.1:53281
129.226.164.176:24128
62.122.201.241:46176
189.201.242.209:999
202.29.237.213:3128
41.79.33.170:8080
14.38.255.30:80
72.52.126.39:3128
117.212.195.51:8080
110.74.222.71:44970
195.239.178.110:48009
34.94.174.195:8080
168.119.202.71:8080
186.229.25.18:8080
123.253.36.99:8080
176.63.205.248:54621
212.95.180.50:53281
45.9.229.28:3128
149.71.32.225:8080
103.52.171.165:8080
181.129.183.19:53281
182.52.90.117:45535
40.79.26.139:1080
96.9.77.203:55667
77.93.42.134:47803
3.7.167.112:80
182.23.79.162:39902
121.139.218.165:31409
103.87.236.46:41183
51.75.147.41:3128
195.169.35.228:8080
139.59.114.159:8118
201.164.62.230:8080
190.52.203.166:999
186.229.25.196:8080
188.170.63.9:8081
124.158.163.116:8080
116.68.254.49:8089
95.163.87.74:41890
180.178.59.52:3129
81.95.226.138:3128
14.63.228.217:80
178.128.37.176:80
85.119.150.44:80
123.63.133.253:80
192.232.196.228:80
83.171.99.160:37816
5.181.217.81:80
46.254.217.54:53281
165.22.64.68:37196
212.43.123.18:41258
34.95.157.205:8080
196.0.34.142:33855
103.218.240.75:80
103.241.227.118:6666
189.112.178.206:80
144.76.160.4:8888
103.106.219.102:3128
103.57.143.246:61148
